Column1,target,ids,date,flag,user,text,Label
2138,0,2254970701,Sat Jun 20 10:33:52 PDT 2009,NO_QUERY,Girlypeekaboo,im very sad Im not gonna be able to see my dad on Fathers Day ,
2139,0,1556663534,Sat Apr 18 23:46:39 PDT 2009,NO_QUERY,Vytal,"guys at Garden Of Eden are retarded tonite, at least try to pretend you dont have an asian fetish ",
2140,0,2231946403,Thu Jun 18 19:14:29 PDT 2009,NO_QUERY,amethystcutie,misisng paki land  sometimes i feel like going back... i wnated to move back but now m nt soo sure,
2141,4,1985838623,Sun May 31 17:52:07 PDT 2009,NO_QUERY,SarahRoseMusic,That Toy Story Ride that was on Disney365 when Demi went on was just as fun as it looked ,
2142,4,1998209637,Mon Jun 01 18:10:26 PDT 2009,NO_QUERY,countrymud,It was storming.. Couldn't let anyone down.  Share the lightning!  http://twitpic.com/6froh,
2143,4,2180024179,Mon Jun 15 09:54:33 PDT 2009,NO_QUERY,danlev,First day of work! ,
2144,4,2001548802,Tue Jun 02 01:15:07 PDT 2009,NO_QUERY,AmyLanders,In Teamwork with CRAZY Sandra!!! ,
2145,4,1676369130,Fri May 01 21:50:42 PDT 2009,NO_QUERY,NeonConversex3,^.^ sorri but I blocked my page from everyone who isntnmy frannf sorrii ,
2146,4,2190820878,Tue Jun 16 03:49:11 PDT 2009,NO_QUERY,ramdhani10,@misshusen face the truth ... yes u can miTh . ,
2147,4,1751468132,Sat May 09 19:31:14 PDT 2009,NO_QUERY,sheonpoint,@kiwi_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo'sho ,
2148,4,1971619257,Sat May 30 07:31:02 PDT 2009,NO_QUERY,ellipses,@nataliefisher candle.swans@gmail.com ,
2149,0,1678514742,Sat May 02 06:57:10 PDT 2009,NO_QUERY,gore_cat_666,@KarmicBalance Aw no!  is your tail better? i feel sad now! You are same age as @teddyface_tia she will be 8 in late july/early august!,
2150,4,2050455861,Fri Jun 05 18:42:01 PDT 2009,NO_QUERY,WDC,@GimliGlider what a great Follow Friday ,
2151,4,2000995437,Mon Jun 01 23:32:18 PDT 2009,NO_QUERY,Danishbrunette,"@dougiemcfly oh no, blindness isn't funny :o You should go for a walk or eat a banana ",
2152,4,2189707234,Tue Jun 16 00:42:00 PDT 2009,NO_QUERY,CheBarry,":O Holly is here in 5 days , arent we just taking over australia . ..  ",
2153,4,1988851858,Sun May 31 23:33:48 PDT 2009,NO_QUERY,meliimelz,shit hope theres sumthin betta then the muthafuckin greatest then...cus thats what u call me ,
2154,0,1968429433,Fri May 29 21:25:12 PDT 2009,NO_QUERY,latada2003,@craigdeslandes Frost warning?! The cold a few wks ago got this little evergreen I've had for almost 2 yrs!   Was almost ready to plant!,
2155,0,2058173078,Sat Jun 06 14:24:43 PDT 2009,NO_QUERY,siNcTyDoLL,"Driving to work.. I just opened twinkle and see that updating it was not a dream.  sigh, I better get some tours today.",
2156,0,2217914447,Wed Jun 17 21:35:02 PDT 2009,NO_QUERY,kencoseto,@kevincoby what happened to you??? ,
2157,4,1969302128,Fri May 29 23:36:46 PDT 2009,NO_QUERY,twisterwoosh,You should buy some  http://www.beadforlife.org/,
2158,0,2249578030,Fri Jun 19 22:36:02 PDT 2009,NO_QUERY,elenuhhh,@heathuuh i missed you tonight ,
2159,4,2046174437,Fri Jun 05 11:48:01 PDT 2009,NO_QUERY,amandastewart,@scottpolk doing that now.  just in time to rain before i head out.,
2160,4,1990683150,Mon Jun 01 05:29:49 PDT 2009,NO_QUERY,vacant_heart,"@sidesey haha!  dunno but this year,the prices might just go down a bit.no stars are making it big this time.",
2161,4,1753989978,Sun May 10 04:28:15 PDT 2009,NO_QUERY,BrookeAmanda,"@allysonalfonso hahaha, awesomee add me if you like   bperea_862@msn.com",
2162,4,2001515650,Tue Jun 02 01:08:24 PDT 2009,NO_QUERY,aianna21,@gina_pina_14 yaaay. I can't wait for my shirt. I hope you like the stuff that I sent ,
2163,0,2190458091,Tue Jun 16 02:47:14 PDT 2009,NO_QUERY,amandabr04,"ok, time to go  bye xx",
2164,4,1881826936,Fri May 22 05:39:03 PDT 2009,NO_QUERY,manzooro,took ammar to work today ,
2165,0,2247795944,Fri Jun 19 19:38:14 PDT 2009,NO_QUERY,momentoftru,@Myrell oh  are you drinking water?,
2166,0,1759925647,Sun May 10 20:15:52 PDT 2009,NO_QUERY,ashleygirl6,I wish u had tickets to Taylor swift's show in 5 days ,
2167,4,1573403589,Tue Apr 21 01:00:41 PDT 2009,NO_QUERY,sunshinehollyyy,"@Jonasbrothers thats melbourne, australia btw  i saw the album cover, looks great and i bet it sounds even better ",
2168,0,2324811542,Thu Jun 25 04:06:04 PDT 2009,NO_QUERY,JosetteSantos,I have a bad feeling ,
2169,0,2052930358,Sat Jun 06 02:35:28 PDT 2009,NO_QUERY,Mikey_Elk,Red itchy eyes and a blocked up nose  go away hay fever... LEAVE!,
2170,4,2177112886,Mon Jun 15 05:28:35 PDT 2009,NO_QUERY,mgriffin1,Just finished my workout and heading home to do my quiet time ,
2171,4,2062914273,Sun Jun 07 00:43:36 PDT 2009,NO_QUERY,jadekirk,Didn't realise that I had hit the 5000 posts with my last tweet. ,
2172,0,1985121239,Sun May 31 16:28:32 PDT 2009,NO_QUERY,iamsosinceer,@Belindabrown I know when it rains it pours ,
2173,4,1990906555,Mon Jun 01 06:00:28 PDT 2009,NO_QUERY,mentosgum,TGIM  How are you going to make your world go rounder today? http://ow.ly/9Yqp,
2174,4,1994724802,Mon Jun 01 12:21:36 PDT 2009,NO_QUERY,barbhogan,"@rehor Oh I know. Unfortunately, I understand the current realities (as is LOSSES) all too well.  I'd rather ignore the nbrs these days ",
2175,0,2203046417,Tue Jun 16 22:55:16 PDT 2009,NO_QUERY,CheesierToast,"@caroline1015 because it's like, 3 hours away.. ",
2176,4,1982049695,Sun May 31 10:25:32 PDT 2009,NO_QUERY,MrPaulEvans,"@IMEDUCATEDNSEXI thanks boo boo,  u too ",
2177,4,1681029706,Sat May 02 13:03:13 PDT 2009,NO_QUERY,scgal,"Survived shoe shopping with my 7-year old! He got 2 pairs, I got one; we're ready for warm weather with new sandals now ",
2178,0,2039713303,Thu Jun 04 22:37:11 PDT 2009,NO_QUERY,DanRadabaugh,I can't lift my arms ,
2179,0,2061118955,Sat Jun 06 20:12:57 PDT 2009,NO_QUERY,marissacakes,@jamitree animal abuse is at the circus ,
2180,4,1974363941,Sat May 30 12:59:06 PDT 2009,NO_QUERY,littlefluffycat,"@thetechnewsblog, my laptop!  second is my 1st gen touch..",
2181,4,1556427568,Sat Apr 18 22:47:51 PDT 2009,NO_QUERY,SydneyLeAnn,FINALLY! ,
2182,4,1883366568,Fri May 22 08:26:18 PDT 2009,NO_QUERY,nadiap,@iggietoo  Spry Samples:  http://labs.adobe.com/technologies/spry/samples/ #widgets 2nd last tab  ,
2183,0,2011071956,Tue Jun 02 18:26:00 PDT 2009,NO_QUERY,jdarrah,Just finished Day 2 of 3-day retreat. Good content but no web access and near north pole. Have to drive car instead of cycle ,
2184,0,2056632184,Sat Jun 06 11:30:14 PDT 2009,NO_QUERY,ReceLM,Time is going by soooo slooooowwww  I am sooo hungry!,
2185,4,2189949738,Tue Jun 16 01:20:42 PDT 2009,NO_QUERY,ContortYourself,Currently obsessing over Danny T - Chico... best tune i've heard in ages check his space http://myspace.com/dannytdj or just google it ,
2186,4,1971317517,Sat May 30 06:48:36 PDT 2009,NO_QUERY,artfulmark,"@howardlucas I'm meeting up with Pete on Monday, may track down the rampling too ",
2187,4,1990739129,Mon Jun 01 05:37:47 PDT 2009,NO_QUERY,AmyyRoss,outside listening to cute is what we aim for  oh the memories (:,
2188,0,2259387640,Sat Jun 20 17:29:51 PDT 2009,NO_QUERY,fresaj,Drain from AC in Attic overflowed....  water in the wall...  ,
2189,4,1983899111,Sun May 31 14:03:08 PDT 2009,NO_QUERY,9sofie5,"Just watched One Tree Hill, so great   And now... sleep ;)",
2190,0,1563525580,Sun Apr 19 23:10:21 PDT 2009,NO_QUERY,XPhile1908,@Tragic_Ent awww   I'm sorry you guys couldn't work it out.,
2191,0,2009037581,Tue Jun 02 15:03:04 PDT 2009,NO_QUERY,specialksd,@MrsNatalie There is none  -she wz laughing abt my happiness over free donuts &amp; I said the only thng better is free ice cream or money,
2192,4,1559772243,Sun Apr 19 12:00:36 PDT 2009,NO_QUERY,kyleledwidge,"Balaam, Harry and other video game knowhowers suggest me some games for my lovefilm ",
2193,0,2192430313,Tue Jun 16 07:01:37 PDT 2009,NO_QUERY,ladiediva,Is inlove with my VACATION!!! Too bad it only last a week ,
2194,0,1989210205,Mon Jun 01 00:43:29 PDT 2009,NO_QUERY,DiBorno,@princess_9 Awwwwww Thats no good ,
2195,0,2254641039,Sat Jun 20 10:03:38 PDT 2009,NO_QUERY,xpd259,#twhirl is suffering epic lag ,
2196,4,2056898346,Sat Jun 06 12:00:08 PDT 2009,NO_QUERY,tylerscott89,"Had some chinese food with my dad, played a little guitar, off to church for some tech stuff, then my sister's graduation! ",
2197,0,2230754741,Thu Jun 18 17:33:29 PDT 2009,NO_QUERY,Toddboy71,@BRSDiddy Nope ,
2198,4,1983361104,Sun May 31 13:00:37 PDT 2009,NO_QUERY,LOLjett,@dannymcfly clearly american girls have the nicest boobs  .,
2199,4,2050757062,Fri Jun 05 19:14:19 PDT 2009,NO_QUERY,sunkistsheen,@JesseJacobsss awww didnt know that; thank you!  Thats so kind.,
2200,0,1792663354,Wed May 13 23:50:10 PDT 2009,NO_QUERY,erinnebaldovino,another night with out you on the phone. ,
2201,0,2064915942,Sun Jun 07 07:28:36 PDT 2009,NO_QUERY,TheHeyLyn23,"I just got back from shopping and I'm really annoyed I can't get shades  Anyway,I'm pretty bored now.",
2202,0,1970112879,Sat May 30 02:30:25 PDT 2009,NO_QUERY,ExcelJosie,I feel like I'm talking to myself  haha Hello WORLD!!!!!,
2203,4,1548701858,Fri Apr 17 21:42:35 PDT 2009,NO_QUERY,ens7piper,"@C_DIG wow, 100 yrs old, it would be nice to live that long! ",
2204,4,2060050232,Sat Jun 06 18:09:42 PDT 2009,NO_QUERY,pjahhdex,start my day with listening to DBSK's &quot;Love Bye Love&quot; and SS501's &quot;Never Let U Go&quot; ,
2205,4,2004915465,Tue Jun 02 08:56:20 PDT 2009,NO_QUERY,dyeleepong,Got 1700plus tweets! Yayy to me! ,
2206,4,2058947236,Sat Jun 06 15:56:48 PDT 2009,NO_QUERY,lovebnmo,"awww, i finished that stupid history paper. i just need to study for my test. whatever im cupcaking today ",
2207,0,2052251743,Sat Jun 06 00:07:18 PDT 2009,NO_QUERY,stormsage,@KevinRuddPM you really need to look further in to the disability sector - particularly with regard to NSW  needs overhaul ASAP,
2208,0,2175872873,Mon Jun 15 02:14:43 PDT 2009,NO_QUERY,RoryBecker,"Having fixed the sound on my new Win7 machine , I find that the Mic has stopped functioning ",
2209,4,1827995036,Sun May 17 11:52:32 PDT 2009,NO_QUERY,JohnyCrashPhoto,"@DucCat900 Crap! Fergot my camera, too jazzed to ride today  still c ya 'bout 6 @ Ace!",
2210,0,2296480469,Tue Jun 23 09:14:10 PDT 2009,NO_QUERY,Caroline5348,Sneezing like mad right now! ,
2211,0,1883119954,Fri May 22 08:02:24 PDT 2009,NO_QUERY,emokid5885,doin english prodject ,
2212,0,2247040840,Fri Jun 19 18:30:04 PDT 2009,NO_QUERY,PennyLucky,been in the hospital all day with my grandpa  things aren't looking good...,
2213,4,2062108644,Sat Jun 06 22:21:24 PDT 2009,NO_QUERY,terralikesfire,@brittanyrae_ thanks! I hope so too  ...have fun at work tomorrow lol,
2214,0,1564733317,Mon Apr 20 04:43:46 PDT 2009,NO_QUERY,itsmejackiec,This morning I woke up from a dream where my little brother and I were cornered by an assassin. I couldn't find anything to kill him with ,
2215,4,1989260205,Mon Jun 01 00:54:20 PDT 2009,NO_QUERY,mxokreis,@itsjustgoldie You have no idea how helpful you are being tonight. I fuckin love you ,
2216,0,2190163238,Tue Jun 16 01:57:03 PDT 2009,NO_QUERY,TyPie,"I saw something funny today that I wanted to post to wrongworddammit, but I can't remember what it was ",
2217,4,1956991455,Thu May 28 23:13:06 PDT 2009,NO_QUERY,Aly3s0n5,"At home  tomorrow I have to : give blood, bible study, &amp; swim party.",
2218,0,1751738021,Sat May 09 20:09:27 PDT 2009,NO_QUERY,chavatore,@PlanetHipatia Buuu ,
2219,4,1956886397,Thu May 28 22:56:45 PDT 2009,NO_QUERY,dotheNOOODLE,@karriehwrites let's make it 95 ,
2220,4,1573650640,Tue Apr 21 02:11:02 PDT 2009,NO_QUERY,marsherlin,"@y0rkfiles Lol, cool. Might work with him/her then! ",
2221,0,1559839183,Sun Apr 19 12:10:43 PDT 2009,NO_QUERY,nicoledevon,"Going to Mayfair.  Hopefully I come back with a new purse, wallet, and iPhone charger. Ugh. LOVE spending money I don't have! ",
2222,4,2178436463,Mon Jun 15 07:41:57 PDT 2009,NO_QUERY,FBIAGENTOATYxD,@firesty fire!!!!!!!!!!!!!!!!!!!!!!!!!!! ,
2223,0,2288163587,Mon Jun 22 18:48:12 PDT 2009,NO_QUERY,ronnharkins,Bah...bored ANDDDD I didn't get to play my drums today! grr. ,
2224,4,2052941886,Sat Jun 06 02:38:18 PDT 2009,NO_QUERY,hallucinations,"@ArunBasilLal Yeah, and what more important is they made it Open Source! ",
2225,0,2235927598,Fri Jun 19 02:25:30 PDT 2009,NO_QUERY,cwtch,@derekheath how's your throat? Mines killing me today ,
2226,4,2054948129,Sat Jun 06 08:24:10 PDT 2009,NO_QUERY,xBabyV,"@aimeegemmellxxx I love you back, Like I love all my fans ",
2227,4,1932636810,Tue May 26 21:53:03 PDT 2009,NO_QUERY,amomca,watching Pride and Prejudice while finishing up with rearranging my room ,
2228,4,2002328023,Tue Jun 02 03:53:22 PDT 2009,NO_QUERY,iSpela,"booya! nice, bruno  eminem got intimate with him   http://is.gd/MaeV wee-hoo! finally some answers from Deutschland! ",
2229,0,2044515125,Fri Jun 05 09:28:17 PDT 2009,NO_QUERY,Fuckasaurus,And I'm fucking stupid for not bringing a sweater. Its cold as fuck. ,
2230,4,2070974873,Sun Jun 07 18:37:07 PDT 2009,NO_QUERY,nany_micucci,im listening to So Far So Great  @ddlovato,
2231,0,2054770362,Sat Jun 06 08:03:02 PDT 2009,NO_QUERY,Patt96,@prince_son awww;  No.,
2232,0,2203020921,Tue Jun 16 22:52:06 PDT 2009,NO_QUERY,Mattlundy80,@xojac I am bored ,
2233,0,2284785413,Mon Jun 22 14:18:49 PDT 2009,NO_QUERY,TheSnape2MyLily,theres nothing on tv and no money to go do anything ,
2234,0,2064069125,Sun Jun 07 05:07:01 PDT 2009,NO_QUERY,Miamoodles,"@flishflash and why have  i not made an appearance in the blogs??  there is another australian, but obviously she is not as cool as me....",
2235,4,2001644527,Tue Jun 02 01:34:39 PDT 2009,NO_QUERY,saimin,@i9news haha that Liz Chun she so funny with her glasses bit ,
2236,0,2325015337,Thu Jun 25 04:34:37 PDT 2009,NO_QUERY,ajibahajibah,@wafiwafi what about me  fine,
2237,4,2054980212,Sat Jun 06 08:28:00 PDT 2009,NO_QUERY,chidgey,Aaron and I venturing to Blanco Texas....we think it's time to takeover a fab city like Blanco  http://yfrog.com/7ed6pj,
2238,4,2067296303,Sun Jun 07 12:05:45 PDT 2009,NO_QUERY,LiluYvett,@mileycyrus Hey Miley  I'm a biiiig fan of you!  I totally love you! Follow me PLEASE!,
2239,4,2001464085,Tue Jun 02 00:58:28 PDT 2009,NO_QUERY,cocotteloup,"@rosemaryCNN C what they do 2 when your are off  TroyBarrett For my friend Anne in the BCK, http://bit.ly/sjkEw",
2240,0,2255175433,Sat Jun 20 10:52:17 PDT 2009,NO_QUERY,justjai,Sang in Madison... So sad cuz the sound went out RIGHT in the middle of my set!!!!!  but at least I got to connect with the kids!!!,
2241,0,2206169557,Wed Jun 17 06:07:05 PDT 2009,NO_QUERY,Kisses4KC,morning world. i just basilly jusy layed here with my eyes closed for 6 hours and never fell asleep. nw ihave to get ready to run a mile ,
2242,4,2064939397,Sun Jun 07 07:31:48 PDT 2009,NO_QUERY,LindsayLT,Just completed my first race!!!!!! YAY  On the way to breakfast....,
2243,0,1969423169,Fri May 29 23:59:44 PDT 2009,NO_QUERY,john7chang,@shuyeeA oh no shu! so sorry to hear abt your nephew. very sad ,
2244,4,1565431417,Mon Apr 20 06:44:33 PDT 2009,NO_QUERY,notoriousangel,"@annieveillette  working on it  magic abounds, though, and I am happy. spring does wonders for the soul",
2245,0,2253709845,Sat Jun 20 08:37:06 PDT 2009,NO_QUERY,pinklucie,woken up 'early' 3days in a row and im exhausted!  booo this is rubbish,
2246,4,2014181927,Wed Jun 03 00:42:26 PDT 2009,NO_QUERY,valen12,I love shaheen jafargoli and I want everyone to know. He is a sensetional singer I have ever seen in my life. He is full of life ,
2247,4,1693266554,Sun May 03 22:01:51 PDT 2009,NO_QUERY,jkretzmer,"@laurakim123 Excellent! More time for revision  By the way, what is Elasticity again? ;)",
2248,0,1962892834,Fri May 29 11:52:34 PDT 2009,NO_QUERY,LuzGiussani,@Jonasbrothers  Hi jonas brothers  you came to argentina la otra vez,
2249,4,2002396502,Tue Jun 02 04:05:23 PDT 2009,NO_QUERY,shesmi,"@Youngstown YAY!  Welcome back to the &quot;real world&quot; lol.   Enjoy some well-deserved time off, and thank you for your service!! ",
2250,0,2328160360,Thu Jun 25 09:14:33 PDT 2009,NO_QUERY,gab_e,@Abhishek_Tiwari lmao nah just that I woke up super late  its was 8:30am lol and went to sleep early,
2251,4,1835690630,Mon May 18 06:32:52 PDT 2009,NO_QUERY,Kooijmans,Downloading the 'bie de lidl' song from youtube. Hope to put in my own Lidl-visit pictures and then publish it again. Yes I am a student ,
2252,0,2227736885,Thu Jun 18 13:34:11 PDT 2009,NO_QUERY,s0ulistic,Watching The Other Boleyn Girl. Oh man I love this movie!!!!! This has to be more than 20 times ,
2253,4,1978211377,Sat May 30 22:43:33 PDT 2009,NO_QUERY,MissMeddle,Just realized how big of a nerd I am. Found out Netflix has Earth2 and giggled like a school girl. ,
2254,0,2297729073,Tue Jun 23 10:48:06 PDT 2009,NO_QUERY,JanayMiciah,"@TH3REALCALI Pssh No way! But hey, did i leave my glasses at work?? I cant find em ",
2255,4,2055607048,Sat Jun 06 09:37:32 PDT 2009,NO_QUERY,oscarmarine,"@harmonyjs i can't tell, telling others may spoils the fantasy. or maybe they won't come true at all...i duno but HE knows ",
2256,4,1978992093,Sun May 31 01:12:25 PDT 2009,NO_QUERY,Boddingtons,@tsarnick lol  #NoUndiessunday,
2257,0,2011732648,Tue Jun 02 19:29:07 PDT 2009,NO_QUERY,jozam,"Day 1 of Diet: I did very poorly  , but took a long walk with baby and Natalie tonight.",
2258,4,1880916508,Fri May 22 02:57:40 PDT 2009,NO_QUERY,Relz,Babysitting for friends.  Had lovely time reading to Miss 5 and Mr Almost 3!  Now to watch some to TV while they dream away ,
2259,4,1833861102,Mon May 18 00:43:15 PDT 2009,NO_QUERY,tracyjr,@Caroline_S I cried like a baby when Abby went to Colomendy last year. She only went for 3 nights but had a fabulous time ,
2260,0,1966624888,Fri May 29 18:06:19 PDT 2009,NO_QUERY,Jasperblu,"@FabGirl I'll take hermit crab, but tiny? I haven't been tiny since 10th grade. Sigh. I miss my 28&quot; waist. ",
2261,4,2007558297,Tue Jun 02 12:49:00 PDT 2009,NO_QUERY,tn_femme,"@Bball4life Yes VERY long! I gave it up to God, so if its meant to be, it will be ",
2262,0,1968827025,Fri May 29 22:18:50 PDT 2009,NO_QUERY,brinnay89,The daddy long leg I killed...that was BY MY HEAD where I SLEEP!   http://yfrog.com/17eobj,
2263,0,1972304481,Sat May 30 08:58:33 PDT 2009,NO_QUERY,res5cue,EJ's team lost ..  it happens can't win then all. Fun filled weekend ahead still!!!!!,
2264,4,2000658526,Mon Jun 01 22:37:55 PDT 2009,NO_QUERY,viveksingh,@aafreen yeah i can c  but dont worry theres always a next time,
2265,0,1967468935,Fri May 29 19:38:14 PDT 2009,NO_QUERY,mrd10,@jfinik everyone needs to leave them alone ,
2266,4,2059881660,Sat Jun 06 17:49:36 PDT 2009,NO_QUERY,rajivramdeo,Im right here right now. ,
2267,4,1995214894,Mon Jun 01 13:07:58 PDT 2009,NO_QUERY,joshgard,"@heatherdamico Heather, I just found your blog, and really enjoy reading it. You write very well. I've added it to my Google Reader. ",
2268,4,1997046119,Mon Jun 01 16:09:23 PDT 2009,NO_QUERY,patrickrlim,@Cesfranca eat a banana ,
2269,4,2188613840,Mon Jun 15 22:13:26 PDT 2009,NO_QUERY,heytheremeli,Cleaned out my whole entire room. Took me 3 and a half hours.. Worth it. ,
2270,0,2050165939,Fri Jun 05 18:11:04 PDT 2009,NO_QUERY,BecReedman,@shiraz_ali That sucks   Have you thought about a franchise type business?  I do this: http://bit.ly/1864ml,
2271,4,2013985281,Wed Jun 03 00:07:44 PDT 2009,NO_QUERY,HotMomma219,Just got off work and im so tired! Fixing to go to bed wish i had someone to help me go to sleep! That would be fanstastic! ,
2272,4,2186931165,Mon Jun 15 19:32:39 PDT 2009,NO_QUERY,UberDorkGirlie,@SRowl Oooh I used to be a lil raver girl ,
2273,4,1999744747,Mon Jun 01 20:44:45 PDT 2009,NO_QUERY,ThomRainer,"Working on a writing project, like that's something new ",
2274,4,1795604373,Thu May 14 08:03:35 PDT 2009,NO_QUERY,tjhope1926,"@BBBlogger thank u. i am sooo excited, can not wait!! ",
2275,0,2214795199,Wed Jun 17 17:14:39 PDT 2009,NO_QUERY,lydiamaroon,@__Gale__Girl__ OMG I feel the same way about qaf too! too bad it lasted for 5 seasons only!and the ending was really good but depressing ,
2276,0,1687240714,Sun May 03 08:09:44 PDT 2009,NO_QUERY,woahitssarah,hfljahADFHJLASKD     I MISS ATL ALREADY!! ,
2277,0,1685726236,Sun May 03 01:45:56 PDT 2009,NO_QUERY,joshtastic1,"@vectisdebs yep  oh well, lol, so how are u, got much planned for today?",
2278,0,1696133737,Mon May 04 07:40:45 PDT 2009,NO_QUERY,monkey_soup,"@dougiemcfly peppermint mocha frappucinos... I lived on those things last summer, best thing EVER. Why don't I live near a starbucks? ",
2279,0,1691156574,Sun May 03 17:13:27 PDT 2009,NO_QUERY,robynzombie,I think I'm getting car sick ,
2280,0,2256634787,Sat Jun 20 13:04:22 PDT 2009,NO_QUERY,BradnDeedo,Hmmm - maybe this won't work.  I expected a different response.  Thought I might demo the collaborative aspect of Twitter. ,
2281,0,2013591946,Tue Jun 02 23:03:27 PDT 2009,NO_QUERY,Mhillman159,Last sunny day of the week today. Shame I'm working. ,
2282,0,2263947727,Sun Jun 21 02:17:46 PDT 2009,NO_QUERY,MissMariCay,"Whatta nite! I shld b tired rite now, but I'm not. This party was off the chiz-ain!! I'm glad I came I wish I woulda took pics ",
2283,4,2047813905,Fri Jun 05 14:13:14 PDT 2009,NO_QUERY,Angelamz40,@SidraZ Thinks mu-mu (as in oversized women's tunic) should be spelled moo-moo ,
2284,0,2213402723,Wed Jun 17 15:19:37 PDT 2009,NO_QUERY,donvitelli,"@ddlovato ooh, i wish i could to the maxxx! but i'm out of the state,  i will when you come to florida tho, does that count??? :-D haha",
2285,4,1966041085,Fri May 29 17:00:50 PDT 2009,NO_QUERY,EilidhMaxwell,"it's so warm, it's unreal. - heeeey  so today after discussing the 7 dwarfs and giving them all an emticon... http://tumblr.com/xmh1wi71z",
2286,4,1976688364,Sat May 30 18:46:39 PDT 2009,NO_QUERY,notjustin,watching &quot;UP&quot; in 3D ,
2287,0,2298577379,Tue Jun 23 11:51:07 PDT 2009,NO_QUERY,Delfyy,@MusicIsGood4U peggle is five bus again ,
2288,4,2191132228,Tue Jun 16 04:35:47 PDT 2009,NO_QUERY,KirstyWrites,@AmandaLeeClark Thanks Amanda that is really sweet of you! I see you are an Auntie like me ,
2289,4,1470213455,Tue Apr 07 08:41:09 PDT 2009,NO_QUERY,shell2096,more phone calls from my boss this morning.  tax ride off lol,
2290,0,2204275439,Wed Jun 17 01:47:20 PDT 2009,NO_QUERY,annaphase,i miss my old self. I need to finish this moving on things asap. ,
2291,0,2002327879,Tue Jun 02 03:53:21 PDT 2009,NO_QUERY,schwafnil,something gone wrong with my system. file icons of associated programs missing??? ,
2292,0,2189081351,Mon Jun 15 23:11:57 PDT 2009,NO_QUERY,ancastasiobhan,@kirstiealley could be better having the night from HELL ,
2293,0,2215178747,Wed Jun 17 17:47:09 PDT 2009,NO_QUERY,edenisrandom,"@JonnyVengeance loll no, Ms Shek ",
2294,4,1983485678,Sun May 31 13:14:52 PDT 2009,NO_QUERY,pattiw23,@ebassman Did someone tell you we love Twitpics?  Hint Hint...  ,
2295,4,1824041554,Sat May 16 23:50:15 PDT 2009,NO_QUERY,Goldenlight7,Lazy Sunday- awesome day! Looking forward to kicking back to Merlin ,
2296,0,2005120263,Tue Jun 02 09:14:15 PDT 2009,NO_QUERY,jeanicaalexis,says NO ONE AND NOTHING CAN EASE THE PAIN INSIDE ME.  http://plurk.com/p/xxvii,
2297,0,1833943168,Mon May 18 01:01:48 PDT 2009,NO_QUERY,Ps8612,"is sad! Her dog, Lily's eye is swollen &amp; has a wound on her front paw! ",
2298,0,1986605626,Sun May 31 19:04:00 PDT 2009,NO_QUERY,DaynahQueen,ohhh I can not add a photo ,
2299,4,1825081792,Sun May 17 04:15:46 PDT 2009,NO_QUERY,jordy90,had a real bad hangova 2day but an awsum nite out!!! ,
2300,0,1984210044,Sun May 31 14:39:26 PDT 2009,NO_QUERY,nehus,"@ Home for the week end (3 days) , Sophia Antipolis in the French Riviera, unfortunatelly it s raining ",
2301,0,1563620580,Sun Apr 19 23:33:02 PDT 2009,NO_QUERY,situveuxuneamie,had one of the most productive weekends ever. but missed out on coachella. ,
2302,4,2056895129,Sat Jun 06 11:59:49 PDT 2009,NO_QUERY,liueila,trying to figure out twitter ,
2303,0,1880774206,Fri May 22 02:27:25 PDT 2009,NO_QUERY,fiercemichi,"@Joshyxspicenz Yeah, he should have!!!  btw, can you put those pictures on http://photobucket.com ? can't check my myspace ATM",
2304,0,2254193387,Sat Jun 20 09:22:18 PDT 2009,NO_QUERY,ajpotter23,work til 6  brightside: i get to edit all the photos i just developed from the last year lol. laziest photographer ever,
2305,4,1794544676,Thu May 14 06:03:05 PDT 2009,NO_QUERY,h,TwitterRide fails at sending DMs ,
2306,4,1978418398,Sat May 30 23:17:52 PDT 2009,NO_QUERY,eric824,@BreeOlson9 I'll give you one.  ,
2307,0,2212788329,Wed Jun 17 14:32:12 PDT 2009,NO_QUERY,cachetona3,has an earache  sad face,
2308,0,2239116310,Fri Jun 19 08:09:00 PDT 2009,NO_QUERY,MCBlizzard,i woke up thinking that today was saturday  ,
2309,0,1825473663,Sun May 17 05:49:41 PDT 2009,NO_QUERY,Darcevarchy,need alcohol first.   #3turnoffwords,
2310,4,1680167065,Sat May 02 11:03:21 PDT 2009,NO_QUERY,jimmyp00h,Going to make a backpack for poor ppl.  Goshh i am so nice.,
2311,0,2067235966,Sun Jun 07 11:59:36 PDT 2009,NO_QUERY,FaHizzle,"Gawd...I miss 2 very important people in my life, i love them more than words can say ",
2312,0,2009747590,Tue Jun 02 16:12:45 PDT 2009,NO_QUERY,stNERD,"Gr, I got no outfit for my &quot;interview&quot; presentation. Need one ",
2313,4,2013828852,Tue Jun 02 23:41:27 PDT 2009,NO_QUERY,lilmiszGC,@QUEEN_MIMI arent hey the cutiest i want a yokie ,
2314,4,2046657887,Fri Jun 05 12:30:13 PDT 2009,NO_QUERY,Magdalenxo,is so proud of myself! ,
2315,0,1563911424,Mon Apr 20 00:50:22 PDT 2009,NO_QUERY,DSmile,"sitting here, doin nothin... shit it's damn hard to stand sitting lonely... ",
